id,locale,name,city_id
177,en,"Umm Salal",89
178,ar,"أم صلال",89
179,en,"Al Khor",90
180,ar,الخور,90
181,en,"Al Wakrah",91
182,ar,الوكرة,91
183,en,"Al Daayen",92
184,ar,الضعاين,92
185,en,"Madina Khalifa",93
186,ar,"مدينة خليفة",93
187,en,"Al Shamal",94
188,ar,الشمال,94
189,en,Manama,95
190,ar,المنامة,95
191,en,Riffa,96
192,ar,الرفاع,96
193,en,Muharraq,97
194,ar,المحرق,97
195,en,"Hamad Town",98
196,ar,"مدينة حمد",98
197,en,"Isa Town",99
198,ar,"مدينة عيسى",99
199,en,Sitra,100
200,ar,سترة,100
201,en,Budaiya,101
202,ar,البديع,101
203,en,Jidhafs,102
204,ar,"جد حفص",102
205,en,Al-Malikiyah,103
206,ar,المالكية,103
207,en,Zinj,104
208,ar,زنج,104
209,en,Baghdad,105
210,ar,بغداد,105
211,en,Basra,106
212,ar,البصرة,106
213,en,Mosul,107
214,ar,الموصل,107
215,en,Erbil,108
216,ar,أربيل,108
217,en,Kirkuk,109
218,ar,كركوك,109
219,en,Najaf,110
220,ar,النجف,110
221,en,Karbala,111
222,ar,كربلاء,111
223,en,Diyala,112
224,ar,ديالى,112
225,en,Anbar,113
226,ar,الأنبار,113
227,en,Dohuk,114
228,ar,دهوك,114
229,en,"Salah al-Din",115
230,ar,"صلاح الدين",115
231,en,Maysan,116
232,ar,ميسان,116
233,en,Algiers,117
234,ar,الجزائر,117
235,en,Oran,118
236,ar,وهران,118
237,en,Constantine,119
238,ar,قسنطينة,119
239,en,Annaba,120
240,ar,عنابة,120
241,en,Batna,121
242,ar,باتنة,121
243,en,Setif,122
244,ar,سطيف,122
245,en,Tlemcen,123
246,ar,تلمسان,123
247,en,"Tizi Ouzou",124
248,ar,"تيزي وزو",124
249,en,Bejaia,125
250,ar,بجاية,125
251,en,Oran,126
252,ar,وهران,126
253,en,Blida,127
254,ar,البليدة,127
255,en,Skikda,128
256,ar,سكيكدة,128
257,en,Casablanca,129
258,ar,"الدار البيضاء",129
259,en,Rabat,130
260,ar,الرباط,130
261,en,Fes,131
262,ar,فاس,131
263,en,Marrakech,132
264,ar,مراكش,132
265,en,Agadir,133
266,ar,أكادير,133
267,en,Tangier,134
268,ar,طنجة,134
269,en,Meknes,135
270,ar,مكناس,135
271,en,Oujda,136
272,ar,وجدة,136
273,en,Kenitra,137
274,ar,القنيطرة,137
275,en,Sale,138
276,ar,سلا,138
277,en,Nador,139
278,ar,الناظور,139
279,en,"El Jadida",140
280,ar,الجديدة,140
281,en,Tunis,141
282,ar,تونس,141
283,en,Sfax,142
284,ar,صفاقس,142
285,en,Sousse,143
286,ar,سوسة,143
287,en,Kairouan,144
288,ar,القيروان,144
289,en,Bizerte,145
290,ar,بنزرت,145
291,en,Gabes,146
292,ar,قابس,146
293,en,Gafsa,147
294,ar,قفصة,147
295,en,Tataouine,148
296,ar,تطاوين,148
297,en,Nabeul,149
298,ar,نابل,149
299,en,Beja,150
300,ar,باجة,150
301,en,Kasserine,151
302,ar,القصرين,151
303,en,Mahdia,152
304,ar,المهدية,152
305,en,"New York",153
306,ar,نيويورك,153
307,en,"Los Angeles",154
308,ar,"لوس أنجلوس",154
309,en,Chicago,155
310,ar,شيكاغو,155
311,en,Houston,156
312,ar,هيوستن,156
313,en,Philadelphia,157
314,ar,فيلادلفيا,157
315,en,Phoenix,158
316,ar,فوينكس,158
317,en,"San Antonio",159
318,ar,"سان أنطونيو",159
319,en,"San Diego",160
320,ar,"سان دييغو",160
321,en,Dallas,161
322,ar,دالاس,161
323,en,"San Jose",162
324,ar,"سان جوزيه",162
325,en,Austin,163
326,ar,أوستن,163
327,en,Seattle,164
328,ar,سياتل,164
329,en,London,165
330,ar,لندن,165
331,en,Birmingham,166
332,ar,بيرمنغهام,166
333,en,Manchester,167
334,ar,مانشستر,167
335,en,Liverpool,168
336,ar,ليفربول,168
337,en,Glasgow,169
338,ar,غلاسكو,169
339,en,Edinburgh,170
340,ar,إدنبرة,170
341,en,Cardiff,171
342,ar,كارديف,171
343,en,Belfast,172
344,ar,بلفاست,172
345,en,Leeds,173
346,ar,ليدز,173
347,en,"Newcastle upon Tyne",174
348,ar,"نيوكاسل آبون تاين",174
349,en,Sheffield,175
350,ar,شيفيلد,175
351,en,Bristol,176
352,ar,بريستول,176
353,en,Gujranwala,177
354,ar,جوجرانوالا,177
355,en,Karachi,178
356,ar,كراتشي,178
357,en,Lahore,179
358,ar,لاهور,179
359,en,Faisalabad,180
360,ar,"فيصل آباد",180
361,en,Rawalpindi,181
362,ar,روالبندي,181
363,en,Multan,182
364,ar,ملتان,182
365,en,Hyderabad,183
366,ar,"حيدر آباد",183
368,ar,غوجرانوالا,184
369,en,Peshawar,185
370,ar,بيشاور,185
371,en,Quetta,186
372,ar,كويته,186
373,en,Islamabad,187
374,ar,"إسلام آباد",187
375,en,Sargodha,188
376,ar,سرغودها,188
377,en,Sialkot,189
378,ar,سيالكوت,189
379,en,Bahawalpur,190
380,ar,بهاولبور,190
381,en,Sukkur,191
382,ar,سوكور,191
383,en,Larkana,192
384,ar,لاركانا,192
385,en,Sheikhupura,193
386,ar,شيخوپورا,193
387,en,Mardan,194
388,ar,مردان,194
389,en,Gujrat,195
390,ar,غوجرات,195
391,en,Kasur,196
392,ar,قصور,196
393,en,"Rahim Yar Khan",197
394,ar,"رحيم يار خان",197
395,en,Sahiwal,198
396,ar,ساہیوال,198
397,en,Okara,199
398,ar,اوكارا,199
399,en,"Wah Cantonment",200
400,ar,"واہ كینٹ",200
401,en,"Dera Ghazi Khan",201
402,ar,"ڈیرہ غازي خان",201
403,en,Mingora,202
404,ar,مينغورا,202
405,en,Nawabshah,203
406,ar,نوابشاه,203
407,en,"Mirpur Khas",204
408,ar,"ميرپور خاص",204
409,en,Chiniot,205
410,ar,چنیوٹ,205
411,en,Kamoke,206
412,ar,كاموكه,206
413,en,"Kot Addu",207
414,ar,"كوٹ ادو",207
415,en,Burewala,208
416,ar,"بورے والا",208
417,en,Jacobabad,209
418,ar,"جيكوب آباد",209
419,en,Shikarpur,210
420,ar,"شکار پور",210
422,en,Kabul,211
423,ar,كابول,211
424,en,Kandahar,212
425,ar,قندهار,212
426,en,Herat,213
427,ar,هيرتان,213
428,en,Mazar-i-Sharif,214
429,ar,"مزار الشريف",214
430,en,Jalalabad,215
431,ar,"جلال آباد",215
432,en,Ghazni,216
433,ar,غزني,216
434,en,Baghlan,217
435,ar,بغلان,217
436,en,Bamyan,218
437,ar,باميان,218
438,en,Khost,219
439,ar,خوست,219
440,en,"Lashkar Gah",220
441,ar,لشكركاه,220
442,en,"Puli Khumri",221
443,ar,"بولي خمري",221
444,en,Taloqan,222
445,ar,طالقان,222
446,en,Charikar,223
447,ar,تشاريكار,223
448,en,Farah,224
449,ar,فرح,224
450,en,Nangarhar,225
451,ar,ننگرهار,225
452,en,Zaranj,226
453,ar,زرنج,226
454,en,"Sar-e Pol",227
455,ar,"سر پل",227
456,en,Sharan,228
457,ar,شران,228
458,en,Kandahar,229
459,ar,قندهار,229
460,en,Maymana,230
461,ar,مئمانه,230
462,en,Kunar,231
463,ar,كونر,231
464,en,Parwan,232
465,ar,بروا,232
466,en,Laghman,233
467,ar,لغمان,233
468,en,Panjsher,234
469,ar,بنجشير,234
471,en,Mariehamn,241
472,ar,ماريهامن,241
473,en,Kastelholm,242
474,ar,كاستلهولم,242
475,en,Sund,243
476,ar,سوند,243
477,en,Geta,244
478,ar,غيتا,244
479,en,Jomala,245
480,ar,يومالا,245
481,en,Saltvik,246
482,ar,سالشفیک,246
483,en,Finström,247
484,ar,فينستروم,247
485,en,Vårdö,248
486,ar,فاردو,248
487,en,Eckerö,249
488,ar,إيكيرو,249
489,en,Lumparland,250
490,ar,لومبارلاند,250
491,en,Brändö,251
492,ar,براندو,251
493,en,Kökar,252
494,ar,كوكار,252
495,en,"Åland Islands",253
496,ar,"جزر أولاند",253
497,en,Tirana,254
498,ar,تيرانا,254
499,en,Durrës,255
500,ar,دوريس,255
501,en,Vlorë,256
502,ar,فلوره,256
503,en,Shkodër,257
504,ar,شكودرا,257
505,en,Fier,258
506,ar,فيير,258
507,en,Korçë,259
508,ar,كورشا,259
509,en,Sarandë,260
510,ar,ساراندا,260
511,en,Përmet,261
512,ar,برمت,261
513,en,Elbasan,262
514,ar,الباسان,262
515,en,Kavajë,263
516,ar,كافاج,263
517,en,Kamëz,264
518,ar,كاميذ,264
519,en,Vora,265
520,ar,فورا,265
521,en,Dajç,266
522,ar,دايچ,266
523,en,Tepelenë,267
524,ar,تيبلين,267
525,en,Bulqizë,268
526,ar,بولكزيه,268
527,en,Divjakë,269
528,ar,ديفجاك,269
529,en,Patos,270
530,ar,باتوس,270
533,en,Aunuʻu,271
534,ar,أونونو,271
535,en,Tutuila,272
536,ar,توتويلا,272
537,en,Manuʻa,273
538,ar,مانوا,273
539,en,Ofu,274
540,ar,أوفو,274
541,en,Olosega,275
542,ar,أولوسيغا,275
543,en,Taʻū,276
544,ar,تاعو,276
545,en,"Fagatele Bay",277
546,ar,"خليج فاجاتيلي",277
547,en,Tula,278
548,ar,تولا,278
549,en,Nuaʻalofa,279
550,ar,نوالوفا,279
551,en,Vaitogi,280
552,ar,فايتيجي,280
553,en,Apolima,281
554,ar,أبوليمه,281
555,en,Fitiuta,282
556,ar,فيتيؤتا,282
557,en,"Andorra la Vella",283
558,ar,"أندورا لا فيلا",283
559,en,Escaldes-Engordany,284
560,ar,"إسكالدس إنغورداني",284
561,en,Encamp,285
562,ar,إنكامب,285
563,en,"Sant Julià de Lòria",286
564,ar,"سانت جوليان دي لوريا",286
565,en,"La Massana",287
566,ar,"لا ماسانا",287
567,en,Canillo,288
568,ar,كانيللو,288
569,en,Ordino,289
570,ar,أورديي,289
571,en,"Les Escaldes",290
572,ar,"ليس إسكالدس",290
573,en,Luanda,291
574,ar,لواندا,291
575,en,Ndalatando,292
576,ar,ندالاتاندو,292
577,en,Lubango,293
578,ar,لوبانغو,293
579,en,Huambo,294
580,ar,هوانغو,294
581,en,Malanje,295
582,ar,مالانجي,295
583,en,Cabinda,296
584,ar,كابيندا,296
585,en,Benguela,297
586,ar,بينغولا,297
587,en,Kuito,298
588,ar,كويتوال,298
589,en,Soyo,299
590,ar,سويي,299
591,en,Tômbwa,300
592,ar,تومبوا,300
593,en,Luena,301
594,ar,لويينا,301
597,en,"McMurdo Station",303
598,ar,"محطة ماكموردو",303
599,en,"Amundsen-Scott South Pole Station",304
600,ar,"محطة أموندسن سكوت القطب الجنوبي",304
601,en,"Palmer Station",305
602,ar,"محطة بالمر",305
603,en,"Rothera Research Station",306
604,ar,"محطة رذيرا البحثية",306
605,en,"Casey Station",307
606,ar,"محطة كيسي",307
607,en,"Davis Station",308
608,ar,"محطة ديفيس",308
609,en,"Mawson Station",309
610,ar,"محطة ماوسون",309
611,en,"Vostok Station",310
612,ar,"محطة فوستوك",310
613,en,"Concordia Station",311
614,ar,"محطة كونكورديا",311
615,en,"The Valley",311
616,ar,"ذا فالي",311
617,en,"Blowing Point",312
618,ar,"بلوينغ بوينت",312
619,en,"Sandy Ground",313
620,ar,"ساندي غراوند",313
621,en,"East End Village",314
622,ar,"قرية إيست إند",314
623,en,"West End Village",315
624,ar,"قرية ويست إند",315
625,en,"Island Harbour",316
626,ar,"مرفأ الجزيرة",316
627,en,"Stoney Ground",317
628,ar,"ستوني غراوند",317
629,en,"North Hill",318
630,ar,"نورث هيل",318
631,en,"Crocus Hill",319
632,ar,"كروكوس هيل",319
633,en,"St. John's",320
634,ar,"سانت جونز",320
635,en,"All Saints",321
636,ar,"جميع القديسين",321
637,en,Liberta,322
638,ar,ليبرتا,322
639,en,"Potters Village",323
640,ar,"قرية بوترز",323
641,en,Bolans,324
642,ar,بولانز,324
643,en,Parham,325
644,ar,بارهام,325
645,en,Jennings,326
646,ar,جينينغز,326
647,en,Codrington,327
648,ar,كودرينغتون,327
649,en,Falmouth,328
650,ar,فالموث,328
651,en,"Cedar Grove",329
652,ar,"سيدار جروف",329
653,en,"Buenos Aires",329
654,ar,"بوينس آيرس",329
655,en,Córdoba,330
656,ar,قرطبة,330
657,en,Rosario,331
658,ar,روساريو,331
659,en,Mendoza,332
660,ar,ميندوزا,332
661,en,"La Plata",333
662,ar,"لا بلاتا",333
663,en,"San Miguel de Tucumán",334
664,ar,"سان ميغيل دي توكومان",334
665,en,"Mar del Plata",335
666,ar,"مار ديل بلاتا",335
667,en,Salta,336
668,ar,سالتا,336
669,en,"Santa Fe",337
670,ar,"سانتا في",337
671,en,"San Juan",338
672,ar,"سان خوان",338
673,en,Resistencia,339
674,ar,ريزيستنسيا,339
675,en,Neuquén,340
676,ar,نيوكوين,340
677,en,"Santiago del Estero",341
678,ar,"سانتياغو ديل استيرو",341
679,en,Corrientes,342
680,ar,كوريينتس,342
681,en,"Bahía Blanca",343
682,ar,"باهيا بلانكا",343
683,en,Posadas,344
684,ar,بوساداس,344
685,en,"San Salvador de Jujuy",345
686,ar,"سان سلفادور دي خوخوي",345
687,en,Paraná,346
688,ar,بارانا,346
689,en,Formosa,347
690,ar,فورموزا,347
691,en,"San Fernando del Valle de Catamarca",348
692,ar,"سان فرناندو ديل فالي دي كاتاماركا",348
693,en,Yerevan,348
694,ar,يريفان,348
695,en,Gyumri,349
696,ar,غيومري,349
697,en,Vanadzor,350
698,ar,فانادزور,350
699,en,Hrazdan,351
700,ar,هرازدان,351
701,en,Vagharshapat,352
702,ar,فاغارشابات,352
703,en,Abovyan,353
704,ar,أبوفيان,353
705,en,Kapan,354
706,ar,كابان,354
707,en,Ararat,355
708,ar,أرارات,355
709,en,Armavir,356
710,ar,أرمافير,356
711,en,Gavar,357
712,ar,غافار,357
713,en,Charentsavan,358
714,ar,تشارينتسافان,358
715,en,Goris,359
716,ar,غوريس,359
717,en,Masis,360
718,ar,ماساس,360
719,en,Sevan,361
720,ar,سيفان,361
721,en,Spitak,362
722,ar,سبيتاك,362
723,en,Artashat,363
724,ar,أرتاشات,363
725,en,Ijevan,364
726,ar,إيجيڤان,364
727,en,Oranjestad,364
728,ar,أورانجيستاد,364
729,en,"San Nicolas",365
730,ar,"سان نيكولاس",365
731,en,Noord,366
732,ar,نورد,366
733,en,Paradera,367
734,ar,باراديرا,367
735,en,Savaneta,368
736,ar,سافانيتا,368
737,en,"Santa Cruz",369
738,ar,"سانتا كروز",369
739,en,Sydney,370
740,ar,سيدني,370
741,en,Melbourne,371
742,ar,ملبورن,371
743,en,Brisbane,372
744,ar,بريسبان,372
745,en,Perth,373
746,ar,بيرث,373
747,en,Adelaide,374
748,ar,أديلايد,374
749,en,Canberra,375
750,ar,كانبرا,375
751,en,Hobart,376
752,ar,هوبارت,376
753,en,Darwin,377
754,ar,داروين,377
755,en,"Gold Coast",378
756,ar,"غولد كوست",378
757,en,Newcastle,379
758,ar,نيوكاسل,379
759,en,Wollongong,380
760,ar,وولونغونغ,380
761,en,Geelong,381
762,ar,جيلونج,381
763,en,Cairns,382
764,ar,كيرنز,382
765,en,Townsville,383
766,ar,تاونسفيل,383
767,en,Toowoomba,384
768,ar,توومبا,384
769,en,Darwin,385
770,ar,داروين,385
771,en,Launceston,386
772,ar,لونسيستون,386
773,en,Vienna,387
774,ar,فيينا,387
775,en,Graz,388
776,ar,غراتس,388
777,en,Linz,389
778,ar,لينز,389
779,en,Salzburg,390
780,ar,سالزبورغ,390
781,en,Innsbruck,391
782,ar,إنسبروك,391
783,en,Klagenfurt,392
784,ar,كلاغنفورت,392
785,en,Villach,393
786,ar,فيلاخ,393
787,en,Wels,394
788,ar,فيلس,394
789,en,"Sankt Pölten",395
790,ar,"سانكت بولتن",395
791,en,Dornbirn,396
792,ar,دورنبيرن,396
793,en,Steyr,397
794,ar,شتاير,397
795,en,Feldkirch,398
796,ar,فيلدكيرخ,398
797,en,Bregenz,399
798,ar,بريغينز,399
799,en,Leoben,400
800,ar,ليوبين,400
801,en,Baku,401
802,ar,باكو,401
803,en,Ganja,402
804,ar,كنجة,402
805,en,Sumqayit,403
806,ar,سومقاييت,403
807,en,Mingachevir,404
808,ar,مينغاشيفير,404
809,en,Lankaran,405
810,ar,لنكران,405
811,en,Shirvan,406
812,ar,شيرفان,406
813,en,Nakhchivan,407
814,ar,ناخيتشيفان,407
815,en,Shaki,408
816,ar,شكي,408
817,en,Yevlakh,409
818,ar,يفلاخ,409
819,en,Khankendi,410
820,ar,خانكندي,410
821,en,Naftalan,411
822,ar,نفتالان,411
823,en,Shamakhi,412
824,ar,شماخي,412
825,en,Goychay,413
826,ar,غويشاي,413
827,en,Gabala,414
828,ar,غابالا,414
829,en,Zaqatala,415
830,ar,زاكاتالا,415
831,en,Nassau,416
832,ar,ناسو,416
833,en,Freeport,417
834,ar,"فري بورت",417
835,en,"West End",418
836,ar,"ويست إند",418
837,en,"Marsh Harbour",419
838,ar,"مارش هاربور",419
839,en,"Cooper’s Town",420
840,ar,"كوبرز تاون",420
841,en,"George Town",421
842,ar,"جورج تاون",421
843,en,Exuma,422
844,ar,إكزومة,422
845,en,"Harbour Island",423
846,ar,"جزيرة هاربر",423
847,en,"San Salvador",424
848,ar,"سان سلفادور",424
849,en,Bimini,425
850,ar,بيميني,425
851,en,"Cat Island",426
852,ar,"جزيرة كات",426
853,en,"Long Island",427
854,ar,"جزيرة لونغ",427
855,en,"Rum Cay",428
856,ar,"جزيرة روم كاي",428
857,en,"Andros Town",429
858,ar,"أندروس تاون",429
859,en,Eleuthera,430
860,ar,إليوثيرا,430
861,en,Manama,431
862,ar,المنامة,431
863,en,Muharraq,432
864,ar,المحرق,432
865,en,Riffa,433
866,ar,الرفاع,433
867,en,Dihdhan,434
868,ar,الدهناء,434
869,en,Sitra,435
870,ar,سترة,435
871,en,Aali,436
872,ar,عالي,436
873,en,Budaiya,437
874,ar,Budaiya,437
875,en,"Hamad Town",438
876,ar,"مدينة حمد",438
877,en,"Isa Town",439
878,ar,"مدينة عيسى",439
879,en,Busaiteen,440
880,ar,بوسعيدين,440
881,en,Salmaniya,441
882,ar,السلمانية,441
883,en,Zinj,442
884,ar,زنج,442
885,en,Khamis,443
886,ar,الخميس,443
887,en,Al-Malikiyah,444
888,ar,المحرق,444
889,en,Dhaka,445
890,ar,دكا,445
891,en,Chittagong,446
892,ar,تشيتاغونغ,446
893,en,Khulna,447
894,ar,خُلنا,447
895,en,Rajshahi,448
896,ar,راجشاهي,448
897,en,Sylhet,449
898,ar,سيلهيت,449
899,en,Barisal,450
900,ar,باريسال,450
901,en,Brahmanbaria,451
902,ar,برهمنباريا,451
903,en,Comilla,452
904,ar,كوملا,452
905,en,Narayanganj,453
906,ar,نارايانجانج,453
907,en,Gazipur,454
908,ar,غازيبور,454
909,en,Tangail,455
910,ar,تانغيل,455
911,en,Pabna,456
912,ar,بابنا,456
913,en,Mymensingh,457
914,ar,ميمنسينج,457
915,en,Netrakona,458
916,ar,نتراكونا,458
917,en,Rangpur,459
918,ar,رانغبور,459
919,en,Bridgetown,460
920,ar,بريدجتاون,460
921,en,Speightstown,461
922,ar,سبايتستاون,461
923,en,Oistins,462
924,ar,أويستينز,462
925,en,Holetown,463
926,ar,هوليتاون,463
927,en,Bathsheba,464
928,ar,باتشيبا,464
929,en,"St. Lawrence Gap",465
930,ar,"سانت لورانس غاب",465
931,en,"Christ Church",466
932,ar,"كنيسة المسيح",466
933,en,"Black Rock",467
934,ar,"بلاك روك",467
935,en,Rockley,468
936,ar,روكلي,468
937,en,Mullins,469
938,ar,مالينز,469
939,en,Shermans,470
940,ar,شيرمانز,470
941,en,Holetown,471
942,ar,هوليتاون,471
943,en,"Saint Philip",472
944,ar,"سانت فيليب",472
945,en,"Saint James",473
946,ar,"سانت جيمس",473
947,en,"Saint George",474
948,ar,"سانت جورج",474
949,en,Minsk,475
950,ar,مينسك,475
951,en,Gomel,476
952,ar,غوميل,476
953,en,Mogilev,477
954,ar,موجيليوف,477
955,en,Vitebsk,478
956,ar,فيتبسك,478
957,en,Hrodna,479
958,ar,غرودنو,479
959,en,Brest,480
960,ar,بريست,480
961,en,Babruysk,481
962,ar,بابرويسك,481
963,en,Baranovichi,482
964,ar,بارانوفيتشي,482
965,en,Pinsk,483
966,ar,بينسك,483
967,en,Orsha,484
968,ar,أورشا,484
969,en,Polotsk,485
970,ar,بولوك,485
971,en,Slutsk,486
972,ar,سلوتسك,486
973,en,Zhlobin,487
974,ar,زهلوبين,487
975,en,Lida,488
976,ar,ليدا,488
977,en,Krichev,489
978,ar,كريتشيف,489
979,en,Brussels,490
980,ar,بروكسل,490
981,en,Antwerp,491
982,ar,أنتويرب,491
983,en,Ghent,492
984,ar,غنت,492
985,en,Bruges,493
986,ar,بروج,493
987,en,Liège,494
988,ar,لييج,494
989,en,Namur,495
990,ar,نامور,495
991,en,Leuven,496
992,ar,لوفين,496
993,en,Mechelen,497
994,ar,ميخيلين,497
995,en,Ostend,498
996,ar,أوستند,498
997,en,Tournai,499
998,ar,تورناي,499
999,en,Mons,500
1000,ar,مون,500
1001,en,"La Louvière",501
1002,ar,"لا لوفيير",501
1003,en,Sint-Niklaas,502
1004,ar,"سانت نيكلاس",502
1005,en,Genk,503
1006,ar,جنك,503
1007,en,Roeselare,504
